Station_ID,temp50
02234,1.05325188419211
20107,1.35725809745759
20199,-0.0887838674521233
20292,0.073184824206343
20667,0.398417643917241
21358,0.25932828883448
21432,0.621624125051365
21946,0.660279034112243
22282,0.765063497444073
22292,0.776604410147511
22438,0.626275165652641
22452,0.789240278585568
22525,0.907335946941472
22563,1.07291951167452
22845,1.17090221174877
23114,0.677783778906219
23205,1.14083710682169
23405,0.992425181849816
28009,0.894953892517536
56079,1.15868845760112
56173,1.187539840008
56182,2.1733602147366
01089,0.942686675693416
02226,1.12599030463477
02310,1.39563632589379
06680,0.111202994946687
10961,0.530390172801058
20046,NA
20069,NA
20274,0.00130456472077228
20289,0.190831921736862
20594,1.08073927548169
21824,0.791117827455478
22235,1.1340049264089
22365,0.818761282873034
23024,0.366328044618694
25551,1.48375368402221
25902,1.43432136552714
25913,1.66826375829369
56357,2.54601095745096
11146,0.749145374486173
15280,0.447307131364252
15615,0.347157241317563
36443,1.40869386478005
55773,1.76716041468927
01238,0.95998722978451
02222,1.08665761986535
20049,0.387653620084926
22541,1.17075536271984
22573,1.12866642621103
22820,1.15506382434946
23219,1.03910852870047
23305,1.26704298242196
23412,0.89717138287818
23514,1.32996673099183
23606,1.2563173446431
23803,1.14577154020885
30455,1.31085134334931
30521,1.71144234320101
30622,1.07619461489936
30838,1.93849705746542
52765,1.60259622107743
01367,0.999719580109714
02108,1.26302415225441
02252,1.14280473233435
11916,0.168940084997016
22638,1.0232928784034
51542,1.8769099751947
52957,1.45011953459239
23701,1.05004413295629
24671,1.50253295202244
36442,0.863853788731525
56065,1.78595120802107
56080,1.68378232994657
02206,0.823148462288788
56067,1.69423013535397
20353,0.181435460982433
20864,0.460206662392368
20963,0.758436200740223
21647,0.410543474771177
23022,0.331569985072658
23029,0.636360925529355
25563,1.01260340912682
30948,1.54819820591647
44203,1.31506718898962
50136,1.35765572659289
02164,0.779594959931462
20674,0.472870374995723
20856,0.47869084046327
21504,0.220879332543784
22583,1.32247448592786
22695,1.12460087084194
23501,0.955620209178567
23518,1.32923132768
23812,1.25872934081123
25677,0.686603889353166
25703,1.72377817067052
02086,0.925120828902534
20097,-0.0587109713777669
20277,0.132263872778221
20476,0.232791661612075
